Time,Roll,Pitch,Yaw/Heading,G-Force(X),G-Force(Y),G-Force(Z)
6801666,-0.025590816512703896,0.008051924407482147,2.5678465366363525,0.0,0.0,0.0

6801675,-0.02559136040508747,0.008050773292779922,2.567847967147827,0.0,0.0,0.0

6801699,-0.025609487667679787,0.008049632422626019,2.567847490310669,0.0,0.0,0.0

6801726,-0.025596875697374344,0.008048543706536293,2.5678460597991943,0.0,0.0,0.0

6801762,-0.025608008727431297,0.008046162314713001,2.5678467750549316,0.0,0.0,0.0

6801822,-0.025602195411920547,0.008043993264436722,2.567847967147827,0.0,0.0,0.0

6801858,-0.02560616098344326,0.008041992783546448,2.5678470134735107,0.0,0.0,0.0

6801873,-0.02560899592936039,0.008042081259191036,2.5678441524505615,0.0,0.0,0.0

6801879,-0.02560742013156414,0.008042129687964916,2.5678439140319824,0.0,0.0,0.0

6801885,-0.025605201721191406,0.00804167240858078,2.567838430404663,0.0,0.0,0.0

6801975,-0.025625189766287804,0.008036606945097446,2.567838668823242,0.0,0.0,0.0

6801984,-0.025618145242333412,0.008035736158490181,2.5678510665893555,0.0,0.0,0.0

6802017,-0.02561929076910019,0.008036117069423199,2.567843437194824,0.0,0.0,0.0

6802020,-0.02561386674642563,0.00803549773991108,2.567850351333618,0.0,0.0,0.0

6802053,-0.025616945698857307,0.00803605280816555,2.5678422451019287,0.0,0.0,0.0

6802074,-0.02561452053487301,0.00803527981042862,2.5678467750549316,0.0,0.0,0.0

6802101,-0.025616995990276337,0.008034864440560341,2.5678465366363525,0.0,0.0,0.0

6802122,-0.025622544810175896,0.00803295150399208,2.5678415298461914,0.0,0.0,0.0

6802134,-0.02562500350177288,0.008032691664993763,2.567840099334717,0.0,0.0,0.0

6802173,-0.025620540603995323,0.008030013181269169,2.567840814590454,0.0,0.0,0.0

6802179,-0.02561894617974758,0.008029347285628319,2.5678558349609375,0.0,0.0,0.0

6802227,-0.025616798549890518,0.008029825985431671,2.5678396224975586,0.0,0.0,0.0

6802260,-0.025616329163312912,0.008029614575207233,2.567847728729248,0.0,0.0,0.0

6802269,-0.025617437437176704,0.008029485121369362,2.567840814590454,0.0,0.0,0.0

6802302,-0.025619221851229668,0.008029150776565075,2.5678369998931885,0.0,0.0,0.0

6802356,-0.02561720460653305,0.008028745651245117,2.567854881286621,0.0,0.0,0.0

6802371,-0.02562064304947853,0.008029269054532051,2.567842960357666,0.0,0.0,0.0

6802404,-0.02562083676457405,0.008028039708733559,2.5678551197052,0.0,0.0,0.0

6802419,-0.02562009170651436,0.008027968928217888,2.5678389072418213,0.0,0.0,0.0

6802434,-0.025619331747293472,0.008028007112443447,2.567842960357666,0.0,0.0,0.0

6802446,-0.025621697306632996,0.008028095588088036,2.5678470134735107,0.0,0.0,0.0

6802467,-0.025620924308896065,0.00802785623818636,2.5678465366363525,0.0,0.0,0.0

6802554,-0.025622015818953514,0.008026804774999619,2.5678486824035645,0.0,0.0,0.0

6802560,-0.025629326701164246,0.008027329109609127,2.5678462982177734,0.0,0.0,0.0

6802581,-0.025626637041568756,0.008028625510632992,2.5678510665893555,0.0,0.0,0.0

6802614,-0.025631392374634743,0.008028345182538033,2.5678508281707764,0.0,0.0,0.0

6802656,-0.025625597685575485,0.008028814569115639,2.5678346157073975,0.0,0.0,0.0

6802755,-0.025616491213440895,0.008025666698813438,2.567850112915039,0.0,0.0,0.0

6802779,-0.025621145963668823,0.008027486503124237,2.5678389072418213,0.0,0.0,0.0

6802797,-0.02561929263174534,0.008027668111026287,2.5678484439849854,0.0,0.0,0.0

6802833,-0.025628216564655304,0.008029269054532051,2.567831516265869,0.0,0.0,0.0

6802893,-0.025624390691518784,0.008030122146010399,2.56782865524292,0.0,0.0,0.0

6802905,-0.025626983493566513,0.00802970677614212,2.5678346157073975,0.0,0.0,0.0

6802923,-0.0256228968501091,0.008030364289879799,2.5678346157073975,0.0,0.0,0.0

6803031,-0.025623740628361702,0.008028890937566757,2.567831516265869,0.0,0.0,0.0

6803100,-0.025616774335503578,0.008026905357837677,2.56784987449646,0.0,0.0,0.0

6803121,-0.025619151070713997,0.008027510717511177,2.567842483520508,0.0,0.0,0.0

6803127,-0.02562670037150383,0.008027380332350731,2.5678324699401855,0.0,0.0,0.0

6803145,-0.02562413550913334,0.008026492781937122,2.5678439140319824,0.0,0.0,0.0

6803163,-0.025623122230172157,0.008026530034840107,2.567849636077881,0.0,0.0,0.0

6803184,-0.025620250031352043,0.00802631676197052,2.5678436756134033,0.0,0.0,0.0

6803190,-0.025628894567489624,0.008027249947190285,2.56783127784729,0.0,0.0,0.0

6803232,-0.0256213266402483,0.008024336770176888,2.5678398609161377,0.0,0.0,0.0

6803253,-0.025619562715291977,0.008023987524211407,2.5678374767303467,0.0,0.0,0.0

6803262,-0.025621362030506134,0.008023405447602272,2.567847490310669,0.0,0.0,0.0

6803286,-0.025620607659220695,0.008022656664252281,2.567845344543457,0.0,0.0,0.0

6803349,-0.025629837065935135,0.008024157956242561,2.567838191986084,0.0,0.0,0.0

6803439,-0.025625182315707207,0.008027072995901108,2.5678422451019287,0.0,0.0,0.0

6803496,-0.0256267748773098,0.008030160330235958,2.5678510665893555,0.0,0.0,0.0

6803517,-0.025626981630921364,0.008030736818909645,2.5678529739379883,0.0,0.0,0.0

6803571,-0.025615794584155083,0.008031227625906467,2.567829132080078,0.0,0.0,0.0

6803616,-0.025618810206651688,0.008029330521821976,2.5678489208221436,0.0,0.0,0.0

6803637,-0.025618180632591248,0.008029671385884285,2.567833185195923,0.0,0.0,0.0

6803694,-0.025619028136134148,0.008032404817640781,2.567835807800293,0.0,0.0,0.0

6803721,-0.02561452053487301,0.00803262647241354,2.5678353309631348,0.0,0.0,0.0

6803745,-0.02561993896961212,0.00803279411047697,2.5678348541259766,0.0,0.0,0.0

6803775,-0.02561761811375618,0.00803312472999096,2.56782865524292,0.0,0.0,0.0

6803787,-0.025621818378567696,0.008033410646021366,2.5678348541259766,0.0,0.0,0.0

6803793,-0.025625957176089287,0.00803331471979618,2.567840337753296,0.0,0.0,0.0

6803814,-0.02563009038567543,0.008033943362534046,2.5678417682647705,0.0,0.0,0.0

6803862,-0.02562435157597065,0.008034862577915192,2.5678272247314453,0.0,0.0,0.0

6803874,-0.025632204487919807,0.008035347796976566,2.5678412914276123,0.0,0.0,0.0

6803883,-0.025628020986914635,0.00803540088236332,2.5678396224975586,0.0,0.0,0.0

6803907,-0.025624724105000496,0.008036382496356964,2.567836046218872,0.0,0.0,0.0

6803931,-0.025622380897402763,0.0080349026247859,2.5678458213806152,0.0,0.0,0.0

6803937,-0.025621481239795685,0.008035710081458092,2.5678446292877197,0.0,0.0,0.0

6803940,-0.02562381885945797,0.008036473765969276,2.5678417682647705,0.0,0.0,0.0

6803997,-0.025625014677643776,0.008036619052290916,2.56784725189209,0.0,0.0,0.0

6804063,-0.02562142163515091,0.008038947358727455,2.567833662033081,0.0,0.0,0.0

6804075,-0.025629660114645958,0.008038816973567009,2.5678393840789795,0.0,0.0,0.0

6804078,-0.02562594786286354,0.008039150387048721,2.567830801010132,0.0,0.0,0.0

6804090,-0.025627760216593742,0.008039254695177078,2.567840099334717,0.0,0.0,0.0

6804111,-0.02562609873712063,0.008040176704525948,2.56783390045166,0.0,0.0,0.0

6804147,-0.025628119707107544,0.008039507083594799,2.5678389072418213,0.0,0.0,0.0

6804180,-0.02562832273542881,0.008038469590246677,2.5678415298461914,0.0,0.0,0.0

6804225,-0.025625215843319893,0.008036710321903229,2.567840576171875,0.0,0.0,0.0

6804261,-0.025618011131882668,0.008035873994231224,2.5678417682647705,0.0,0.0,0.0

6804279,-0.02563098445534706,0.008035128936171532,2.567842483520508,0.0,0.0,0.0

6804294,-0.025627048686146736,0.00803452543914318,2.5678367614746094,0.0,0.0,0.0

6804306,-0.025627942755818367,0.008034730330109596,2.567840576171875,0.0,0.0,0.0

6804351,-0.025626059621572495,0.008033434860408306,2.567838430404663,0.0,0.0,0.0

6804360,-0.025624630972743034,0.00803330633789301,2.5678367614746094,0.0,0.0,0.0

6804432,-0.025626881048083305,0.008035281673073769,2.5678443908691406,0.0,0.0,0.0

6804444,-0.02563210390508175,0.008035917766392231,2.567843437194824,0.0,0.0,0.0

6804495,-0.02563266083598137,0.008035094477236271,2.567838191986084,0.0,0.0,0.0

6804504,-0.025633076205849648,0.008036427199840546,2.5678439140319824,0.0,0.0,0.0

6804585,-0.02563810907304287,0.008040083572268486,2.5678353309631348,0.0,0.0,0.0

6804603,-0.025636261329054832,0.0080404719337821,2.5678322315216064,0.0,0.0,0.0

6804618,-0.025631558150053024,0.008041037246584892,2.5678467750549316,0.0,0.0,0.0

6804654,-0.025629330426454544,0.008043073117733002,2.5678446292877197,0.0,0.0,0.0

6804696,-0.02563311904668808,0.008043519221246243,2.567842721939087,0.0,0.0,0.0

6804744,-0.025632021948695183,0.008049811236560345,2.567828893661499,0.0,0.0,0.0

6804840,-0.02563195675611496,0.008049152791500092,2.5678346157073975,0.0,0.0,0.0

6804852,-0.025635171681642532,0.00804892834275961,2.5678396224975586,0.0,0.0,0.0

6804855,-0.025630850344896317,0.008049456402659416,2.567844867706299,0.0,0.0,0.0

6804948,-0.025628313422203064,0.008052481338381767,2.5678443908691406,0.0,0.0,0.0

6804969,-0.02562040463089943,0.008055271580815315,2.567828416824341,0.0,0.0,0.0

6804981,-0.025626936927437782,0.008055412210524082,2.5678393840789795,0.0,0.0,0.0

6804987,-0.02562638744711876,0.00805575866252184,2.567843437194824,0.0,0.0,0.0

6804996,-0.025623997673392296,0.008057436905801296,2.5678303241729736,0.0,0.0,0.0

6805008,-0.025622058659791946,0.00805825088173151,2.5678322315216064,0.0,0.0,0.0

6805047,-0.025624457746744156,0.008062539622187614,2.567830801010132,0.0,0.0,0.0

6805059,-0.025629961863160133,0.008062795735895634,2.567835807800293,0.0,0.0,0.0

6805071,-0.025632642209529877,0.008060183376073837,2.5678389072418213,0.0,0.0,0.0

6805134,-0.025632338598370552,0.008059616200625896,2.5678398609161377,0.0,0.0,0.0

6805143,-0.02563161589205265,0.008059847168624401,2.5678415298461914,0.0,0.0,0.0

6805176,-0.025629421696066856,0.008057759143412113,2.567830801010132,0.0,0.0,0.0

6805191,-0.02563147246837616,0.008057772181928158,2.567845582962036,0.0,0.0,0.0

6805197,-0.02562234178185463,0.008057672530412674,2.56783390045166,0.0,0.0,0.0

6805212,-0.025622498244047165,0.008058248087763786,2.5678303241729736,0.0,0.0,0.0

6805245,-0.025625603273510933,0.008059266023337841,2.5678391456604004,0.0,0.0,0.0

6805257,-0.025622814893722534,0.008059239014983177,2.567831039428711,0.0,0.0,0.0

6805266,-0.02561694197356701,0.008059044368565083,2.56783390045166,0.0,0.0,0.0

6805278,-0.025631316006183624,0.008058345876634121,2.567838430404663,0.0,0.0,0.0

6805281,-0.025628220289945602,0.008057704195380211,2.567838668823242,0.0,0.0,0.0

6805314,-0.025628114119172096,0.008058781735599041,2.5678367614746094,0.0,0.0,0.0

